# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-02 10:22:21 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03373560 LOST RIVER NEAR PROSPECT, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03373560
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     Rat  Rating being developed or revised  
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	03373560	2010-09-04	10	A
USGS	03373560	2010-09-05	11	A
USGS	03373560	2010-09-06	10	A
USGS	03373560	2010-09-07	10	A
USGS	03373560	2010-09-08	10	A
USGS	03373560	2010-09-09	9.8	A
USGS	03373560	2010-09-10	9.7	A
USGS	03373560	2010-09-11	9.7	A
USGS	03373560	2010-09-12	9.9	A
USGS	03373560	2010-09-13	9.8	A
USGS	03373560	2010-09-14	9.5	A
USGS	03373560	2010-09-15	9.6	A
USGS	03373560	2010-09-16	9.5	A
USGS	03373560	2010-09-17	9.6	A
USGS	03373560	2010-09-18	9.3	A
USGS	03373560	2010-09-19	9.2	A
USGS	03373560	2010-09-20	8.8	A
USGS	03373560	2010-09-21	9.0	A
USGS	03373560	2010-09-22	8.8	A
USGS	03373560	2010-09-23	8.7	A:e
USGS	03373560	2010-09-24	8.6	A:e
USGS	03373560	2010-09-25	8.6	A:e
USGS	03373560	2010-09-26	7.7	A
USGS	03373560	2010-09-27	8.6	A:e
USGS	03373560	2010-09-28	8.0	A
USGS	03373560	2010-09-29	8.5	A
USGS	03373560	2010-09-30	8.3	A
USGS	03373560	2010-10-01	8.0	A
USGS	03373560	2010-10-02	7.9	A
USGS	03373560	2010-10-03	7.9	A
USGS	03373560	2010-10-04	8.0	A
USGS	03373560	2010-10-05	7.8	A
USGS	03373560	2010-10-06	7.6	A
USGS	03373560	2010-10-07	8.0	A
USGS	03373560	2010-10-08	8.1	A
USGS	03373560	2010-10-09	8.0	A
USGS	03373560	2010-10-10	8.0	A
USGS	03373560	2010-10-11	8.2	A
USGS	03373560	2010-10-12	9.6	A
USGS	03373560	2010-10-13	10	A
USGS	03373560	2010-10-14	13	A
USGS	03373560	2010-10-15	14	A
USGS	03373560	2010-10-16	13	A
USGS	03373560	2010-10-17	13	A
USGS	03373560	2010-10-18	13	A
USGS	03373560	2010-10-19	13	A
USGS	03373560	2010-10-20	13	A
USGS	03373560	2010-10-21	14	A
USGS	03373560	2010-10-22	14	A
USGS	03373560	2010-10-23	13	A
USGS	03373560	2010-10-24	13	A
USGS	03373560	2010-10-25	13	A
USGS	03373560	2010-10-26	16	A
USGS	03373560	2010-10-27	19	A
USGS	03373560	2010-10-28	19	A
USGS	03373560	2010-10-29	17	A
USGS	03373560	2010-10-30	16	A
USGS	03373560	2010-10-31	16	A
USGS	03373560	2010-11-01	15	A
USGS	03373560	2010-11-02	15	A
USGS	03373560	2010-11-03	15	A
USGS	03373560	2010-11-04	15	A
USGS	03373560	2010-11-05	15	A
USGS	03373560	2010-11-06	15	A
USGS	03373560	2010-11-07	15	A
USGS	03373560	2010-11-08	15	A
USGS	03373560	2010-11-09	15	A
USGS	03373560	2010-11-10	15	A
USGS	03373560	2010-11-11	15	A
USGS	03373560	2010-11-12	15	A
USGS	03373560	2010-11-13	16	A
USGS	03373560	2010-11-14	16	A
USGS	03373560	2010-11-15	16	A
USGS	03373560	2010-11-16	17	A
USGS	03373560	2010-11-17	20	A
USGS	03373560	2010-11-18	23	A
USGS	03373560	2010-11-19	19	A
USGS	03373560	2010-11-20	18	A
USGS	03373560	2010-11-21	17	A
USGS	03373560	2010-11-22	15	A
USGS	03373560	2010-11-23	17	A
USGS	03373560	2010-11-24	24	A
USGS	03373560	2010-11-25	254	A
USGS	03373560	2010-11-26	786	A
USGS	03373560	2010-11-27	428	A
USGS	03373560	2010-11-28	219	A
USGS	03373560	2010-11-29	128	A
USGS	03373560	2010-11-30	760	A
USGS	03373560	2010-12-01	660	A
USGS	03373560	2010-12-02	394	A
USGS	03373560	2010-12-03	295	A
USGS	03373560	2010-12-04	248	A
USGS	03373560	2010-12-05	220	A
USGS	03373560	2010-12-06	195	A
USGS	03373560	2010-12-07	174	A
USGS	03373560	2010-12-08	162	A
USGS	03373560	2010-12-09	153	A
USGS	03373560	2010-12-10	147	A
USGS	03373560	2010-12-11	144	A
USGS	03373560	2010-12-12	146	A
USGS	03373560	2010-12-13	147	A
USGS	03373560	2010-12-14	139	A
USGS	03373560	2010-12-15	133	A
USGS	03373560	2010-12-16	132	A
USGS	03373560	2010-12-17	134	A
USGS	03373560	2010-12-18	129	A
USGS	03373560	2010-12-19	126	A
USGS	03373560	2010-12-20	123	A
USGS	03373560	2010-12-21	123	A
USGS	03373560	2010-12-22	126	A
USGS	03373560	2010-12-23	131	A
USGS	03373560	2010-12-24	132	A
USGS	03373560	2010-12-25	134	A
USGS	03373560	2010-12-26	134	A
USGS	03373560	2010-12-27	132	A
USGS	03373560	2010-12-28	128	A
USGS	03373560	2010-12-29	125	A
USGS	03373560	2010-12-30	128	A
USGS	03373560	2010-12-31	150	A
USGS	03373560	2011-01-01	238	A
USGS	03373560	2011-01-02	387	A
USGS	03373560	2011-01-03	304	A
USGS	03373560	2011-01-04	229	A
USGS	03373560	2011-01-05	186	A
USGS	03373560	2011-01-06	158	A
USGS	03373560	2011-01-07	139	A
USGS	03373560	2011-01-08	125	A
USGS	03373560	2011-01-09	108	A
USGS	03373560	2011-01-10	92	A
USGS	03373560	2011-01-11	86	A
USGS	03373560	2011-01-12	81	A
USGS	03373560	2011-01-13	74	A
USGS	03373560	2011-01-14	67	A
USGS	03373560	2011-01-15	66	A
USGS	03373560	2011-01-16	65	A
USGS	03373560	2011-01-17	62	A
USGS	03373560	2011-01-18	65	A
USGS	03373560	2011-01-19	119	A
USGS	03373560	2011-01-20	140	A
USGS	03373560	2011-01-21	122	A
USGS	03373560	2011-01-22	102	A
USGS	03373560	2011-01-23	94	A
USGS	03373560	2011-01-24	89	A
USGS	03373560	2011-01-25	84	A
USGS	03373560	2011-01-26	92	A
USGS	03373560	2011-01-27	102	A
USGS	03373560	2011-01-28	109	A
USGS	03373560	2011-01-29	113	A
USGS	03373560	2011-01-30	131	A
USGS	03373560	2011-01-31	166	A
USGS	03373560	2011-02-01	178	A
USGS	03373560	2011-02-02	535	A
USGS	03373560	2011-02-03	264	A:e
USGS	03373560	2011-02-04	223	A:e
USGS	03373560	2011-02-05	205	A:e
USGS	03373560	2011-02-06	186	A:e
USGS	03373560	2011-02-07	199	A:e
USGS	03373560	2011-02-08	186	A:e
USGS	03373560	2011-02-09	162	A:e
USGS	03373560	2011-02-10	147	A:e
USGS	03373560	2011-02-11	133	A:e
USGS	03373560	2011-02-12	120	A:e
USGS	03373560	2011-02-13	112	A:e
USGS	03373560	2011-02-14	101	A:e
USGS	03373560	2011-02-15	96	A:e
USGS	03373560	2011-02-16	91	A:e
USGS	03373560	2011-02-17	84	A:e
USGS	03373560	2011-02-18	80	A:e
USGS	03373560	2011-02-19	76	A:e
USGS	03373560	2011-02-20	68	A:e
USGS	03373560	2011-02-21	64	A:e
USGS	03373560	2011-02-22	95	A:e
USGS	03373560	2011-02-23	73	A:e
USGS	03373560	2011-02-24	100	A:e
USGS	03373560	2011-02-25	1100	A:e
USGS	03373560	2011-02-26	726	A:e
USGS	03373560	2011-02-27	519	A:e
USGS	03373560	2011-02-28	702	A:e
USGS	03373560	2011-03-01	527	A:e
USGS	03373560	2011-03-02	424	A:e
USGS	03373560	2011-03-03	370	A:e
USGS	03373560	2011-03-04	329	A:e
USGS	03373560	2011-03-05	873	A
USGS	03373560	2011-03-06	1400	A
USGS	03373560	2011-03-07	863	A
USGS	03373560	2011-03-08	629	A
USGS	03373560	2011-03-09	1290	A
USGS	03373560	2011-03-10	1810	A
USGS	03373560	2011-03-11	1080	A
USGS	03373560	2011-03-12	723	A
USGS	03373560	2011-03-13	564	A
USGS	03373560	2011-03-14	438	A
USGS	03373560	2011-03-15	462	A
USGS	03373560	2011-03-16	505	A
USGS	03373560	2011-03-17	425	A
USGS	03373560	2011-03-18	373	A
USGS	03373560	2011-03-19	406	A
USGS	03373560	2011-03-20	410	A
USGS	03373560	2011-03-21	359	A
USGS	03373560	2011-03-22	320	A
USGS	03373560	2011-03-23	292	A
USGS	03373560	2011-03-24	282	A
USGS	03373560	2011-03-25	254	A
USGS	03373560	2011-03-26	234	A
USGS	03373560	2011-03-27	219	A
USGS	03373560	2011-03-28	204	A
USGS	03373560	2011-03-29	190	A
USGS	03373560	2011-03-30	177	A
USGS	03373560	2011-03-31	166	A
USGS	03373560	2011-04-01	156	A
USGS	03373560	2011-04-02	148	A
USGS	03373560	2011-04-03	137	A
USGS	03373560	2011-04-04	140	A
USGS	03373560	2011-04-05	259	A
USGS	03373560	2011-04-06	229	A
USGS	03373560	2011-04-07	187	A
USGS	03373560	2011-04-08	163	A
USGS	03373560	2011-04-09	260	A
USGS	03373560	2011-04-10	546	A
USGS	03373560	2011-04-11	614	A
USGS	03373560	2011-04-12	2370	A
USGS	03373560	2011-04-13	2120	A
USGS	03373560	2011-04-14	1100	A
USGS	03373560	2011-04-15	709	A
USGS	03373560	2011-04-16	628	A
USGS	03373560	2011-04-17	570	A
USGS	03373560	2011-04-18	487	A
USGS	03373560	2011-04-19	407	A
USGS	03373560	2011-04-20	869	A
USGS	03373560	2011-04-21	994	A
USGS	03373560	2011-04-22	748	A
USGS	03373560	2011-04-23	2210	A
USGS	03373560	2011-04-24	4550	A
USGS	03373560	2011-04-25	4440	A
USGS	03373560	2011-04-26	3790	A
USGS	03373560	2011-04-27	3530	A
USGS	03373560	2011-04-28	3320	A
USGS	03373560	2011-04-29	2550	A
USGS	03373560	2011-04-30	1790	A
USGS	03373560	2011-05-01	1080	A
USGS	03373560	2011-05-02	4190	A
USGS	03373560	2011-05-03	6030	A
USGS	03373560	2011-05-04	4090	A
USGS	03373560	2011-05-05	2540	A
USGS	03373560	2011-05-06	1700	A
USGS	03373560	2011-05-07	976	A
USGS	03373560	2011-05-08	828	A
USGS	03373560	2011-05-09	753	A
USGS	03373560	2011-05-10	658	A
USGS	03373560	2011-05-11	583	A
USGS	03373560	2011-05-12	525	A
USGS	03373560	2011-05-13	478	A
USGS	03373560	2011-05-14	442	A
USGS	03373560	2011-05-15	423	A
USGS	03373560	2011-05-16	397	A
USGS	03373560	2011-05-17	371	A
USGS	03373560	2011-05-18	349	A
USGS	03373560	2011-05-19	313	A
USGS	03373560	2011-05-20	279	A
USGS	03373560	2011-05-21	258	A
USGS	03373560	2011-05-22	241	A
USGS	03373560	2011-05-23	231	A
USGS	03373560	2011-05-24	377	A
USGS	03373560	2011-05-25	339	A
USGS	03373560	2011-05-26	475	A
USGS	03373560	2011-05-27	476	A
USGS	03373560	2011-05-28	370	A
USGS	03373560	2011-05-29	309	A
USGS	03373560	2011-05-30	268	A
USGS	03373560	2011-05-31	239	A
USGS	03373560	2011-06-01	217	A
USGS	03373560	2011-06-02	197	A
USGS	03373560	2011-06-03	183	A
USGS	03373560	2011-06-04	173	A
USGS	03373560	2011-06-05	164	A
USGS	03373560	2011-06-06	156	A
USGS	03373560	2011-06-07	146	A
USGS	03373560	2011-06-08	137	A
USGS	03373560	2011-06-09	130	A
USGS	03373560	2011-06-10	123	A
USGS	03373560	2011-06-11	124	A
USGS	03373560	2011-06-12	126	A
USGS	03373560	2011-06-13	112	A
USGS	03373560	2011-06-14	104	A
USGS	03373560	2011-06-15	114	A
USGS	03373560	2011-06-16	240	A
USGS	03373560	2011-06-17	210	A
USGS	03373560	2011-06-18	206	A
USGS	03373560	2011-06-19	269	A
USGS	03373560	2011-06-20	312	A
USGS	03373560	2011-06-21	275	A
USGS	03373560	2011-06-22	242	A
USGS	03373560	2011-06-23	248	A
USGS	03373560	2011-06-24	210	A
USGS	03373560	2011-06-25	183	A
USGS	03373560	2011-06-26	1870	A
USGS	03373560	2011-06-27	2620	A
USGS	03373560	2011-06-28	2280	A
USGS	03373560	2011-06-29	1260	A
USGS	03373560	2011-06-30	696	A
USGS	03373560	2011-07-01	472	A
USGS	03373560	2011-07-02	355	A
USGS	03373560	2011-07-03	303	A
USGS	03373560	2011-07-04	270	A
USGS	03373560	2011-07-05	255	A
USGS	03373560	2011-07-06	221	A
USGS	03373560	2011-07-07	195	A
USGS	03373560	2011-07-08	329	A
USGS	03373560	2011-07-09	285	A
USGS	03373560	2011-07-10	211	A
USGS	03373560	2011-07-11	170	A
USGS	03373560	2011-07-12	150	A
USGS	03373560	2011-07-13	135	A
USGS	03373560	2011-07-14	124	A
USGS	03373560	2011-07-15	114	A
USGS	03373560	2011-07-16	105	A
USGS	03373560	2011-07-17	98	A
USGS	03373560	2011-07-18	93	A
USGS	03373560	2011-07-19	88	A
USGS	03373560	2011-07-20	151	A
USGS	03373560	2011-07-21	166	A
USGS	03373560	2011-07-22	112	A
USGS	03373560	2011-07-23	91	A
USGS	03373560	2011-07-24	82	A
USGS	03373560	2011-07-25	75	A
USGS	03373560	2011-07-26	70	A
USGS	03373560	2011-07-27	66	A
USGS	03373560	2011-07-28	62	A
USGS	03373560	2011-07-29	58	A
USGS	03373560	2011-07-30	54	A
USGS	03373560	2011-07-31	51	A
USGS	03373560	2011-08-01	48	A
USGS	03373560	2011-08-02	46	A
USGS	03373560	2011-08-03	44	A
USGS	03373560	2011-08-04	42	A
USGS	03373560	2011-08-05	40	A
USGS	03373560	2011-08-06	38	A
USGS	03373560	2011-08-07	38	A
USGS	03373560	2011-08-08	39	A
USGS	03373560	2011-08-09	39	A
USGS	03373560	2011-08-10	36	A
USGS	03373560	2011-08-11	35	A
USGS	03373560	2011-08-12	33	A
USGS	03373560	2011-08-13	31	A
USGS	03373560	2011-08-14	31	A
USGS	03373560	2011-08-15	30	A
USGS	03373560	2011-08-16	29	A
USGS	03373560	2011-08-17	28	A
USGS	03373560	2011-08-18	27	A
USGS	03373560	2011-08-19	26	A
USGS	03373560	2011-08-20	25	A
USGS	03373560	2011-08-21	26	A
USGS	03373560	2011-08-22	24	A
USGS	03373560	2011-08-23	22	A
USGS	03373560	2011-08-24	21	A
USGS	03373560	2011-08-25	21	A
USGS	03373560	2011-08-26	20	A
USGS	03373560	2011-08-27	19	A
USGS	03373560	2011-08-28	18	A
USGS	03373560	2011-08-29	18	A
USGS	03373560	2011-08-30	17	A
USGS	03373560	2011-08-31	16	A
USGS	03373560	2011-09-01	16	A
USGS	03373560	2011-09-02	16	A
USGS	03373560	2011-09-03	16	A
USGS	03373560	2011-09-04	20	A
USGS	03373560	2011-09-05	24	A
USGS	03373560	2011-09-06	21	A
USGS	03373560	2011-09-07	18	A
USGS	03373560	2011-09-08	18	A
USGS	03373560	2011-09-09	18	A
USGS	03373560	2011-09-10	17	A
USGS	03373560	2011-09-11	17	A
USGS	03373560	2011-09-12	17	A
USGS	03373560	2011-09-13	18	A
USGS	03373560	2011-09-14	17	A
USGS	03373560	2011-09-15	19	A
USGS	03373560	2011-09-16	19	A
USGS	03373560	2011-09-17	18	A
USGS	03373560	2011-09-18	19	A
USGS	03373560	2011-09-19	24	A
USGS	03373560	2011-09-20	29	A
USGS	03373560	2011-09-21	25	A
USGS	03373560	2011-09-22	24	A
USGS	03373560	2011-09-23	24	A
USGS	03373560	2011-09-24	30	A
USGS	03373560	2011-09-25	33	A
USGS	03373560	2011-09-26	336	A
USGS	03373560	2011-09-27	260	A
USGS	03373560	2011-09-28	106	A
USGS	03373560	2011-09-29	57	A
USGS	03373560	2011-09-30	35	A
USGS	03373560	2011-10-01	23	A
USGS	03373560	2011-10-02	17	A
USGS	03373560	2011-10-03	13	A
USGS	03373560	2011-10-04	12	A:e
USGS	03373560	2011-10-05	11	A:e
USGS	03373560	2011-10-06	11	A:e
USGS	03373560	2011-10-07	10	A:e
USGS	03373560	2011-10-08	10	A:e
USGS	03373560	2011-10-09	9.9	A:e
USGS	03373560	2011-10-10	11	A:e
USGS	03373560	2011-10-11	12	A:e
USGS	03373560	2011-10-12	13	A:e
USGS	03373560	2011-10-13	15	A:e
USGS	03373560	2011-10-14	18	A:e
USGS	03373560	2011-10-15	21	A:e
USGS	03373560	2011-10-16	17	A:e
USGS	03373560	2011-10-17	16	A:e
USGS	03373560	2011-10-18	15	A
USGS	03373560	2011-10-19	16_Rat	P
USGS	03373560	2011-10-20	31_Rat	P
USGS	03373560	2011-10-21	47_Rat	P
USGS	03373560	2011-10-22	31_Rat	P
USGS	03373560	2011-10-23	23_Rat	P
USGS	03373560	2011-10-24	18_Rat	P
USGS	03373560	2011-10-25	16_Rat	P
USGS	03373560	2011-10-26	16_Rat	P
USGS	03373560	2011-10-27	21_Rat	P
USGS	03373560	2011-10-28	24_Rat	P
USGS	03373560	2011-10-29	23_Rat	P
USGS	03373560	2011-10-30	23_Rat	P
USGS	03373560	2011-10-31	21_Rat	P
USGS	03373560	2011-11-01	19_Rat	P
USGS	03373560	2011-11-02	17_Rat	P
USGS	03373560	2011-11-03	19_Rat	P
USGS	03373560	2011-11-04	24_Rat	P
USGS	03373560	2011-11-05	28_Rat	P
USGS	03373560	2011-11-06	28_Rat	P
USGS	03373560	2011-11-07	25_Rat	P
USGS	03373560	2011-11-08	22_Rat	P
USGS	03373560	2011-11-09	25_Rat	P
USGS	03373560	2011-11-10	38_Rat	P
USGS	03373560	2011-11-11	35_Rat	P
USGS	03373560	2011-11-12	30_Rat	P
USGS	03373560	2011-11-13	26_Rat	P
USGS	03373560	2011-11-14	25_Rat	P
USGS	03373560	2011-11-15	387_Rat	P
USGS	03373560	2011-11-16	421_Rat	P
