# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-02 10:19:46 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03373530 LOST RIVER NEAR LEIPSIC, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03373530
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	03373530	2011-02-18	16	A
USGS	03373530	2011-02-19	15	A
USGS	03373530	2011-02-20	14	A
USGS	03373530	2011-02-21	15	A
USGS	03373530	2011-02-22	20	A
USGS	03373530	2011-02-23	17	A
USGS	03373530	2011-02-24	30	A
USGS	03373530	2011-02-25	826	A
USGS	03373530	2011-02-26	175	A
USGS	03373530	2011-02-27	124	A
USGS	03373530	2011-02-28	247	A
USGS	03373530	2011-03-01	134	A
USGS	03373530	2011-03-02	97	A
USGS	03373530	2011-03-03	80	A
USGS	03373530	2011-03-04	72	A
USGS	03373530	2011-03-05	357	A
USGS	03373530	2011-03-06	200	A
USGS	03373530	2011-03-07	120	A
USGS	03373530	2011-03-08	95	A
USGS	03373530	2011-03-09	651	A
USGS	03373530	2011-03-10	229	A
USGS	03373530	2011-03-11	141	A
USGS	03373530	2011-03-12	110	A
USGS	03373530	2011-03-13	89	A
USGS	03373530	2011-03-14	77	A
USGS	03373530	2011-03-15	89	A
USGS	03373530	2011-03-16	80	A
USGS	03373530	2011-03-17	68	A
USGS	03373530	2011-03-18	81	A
USGS	03373530	2011-03-19	137	A
USGS	03373530	2011-03-20	85	A
USGS	03373530	2011-03-21	73	A
USGS	03373530	2011-03-22	65	A
USGS	03373530	2011-03-23	60	A
USGS	03373530	2011-03-24	55	A
USGS	03373530	2011-03-25	49	A
USGS	03373530	2011-03-26	45	A
USGS	03373530	2011-03-27	42	A
USGS	03373530	2011-03-28	38	A
USGS	03373530	2011-03-29	35	A
USGS	03373530	2011-03-30	33	A
USGS	03373530	2011-03-31	31	A
USGS	03373530	2011-04-01	29	A
USGS	03373530	2011-04-02	27	A
USGS	03373530	2011-04-03	25	A
USGS	03373530	2011-04-04	28	A
USGS	03373530	2011-04-05	41	A
USGS	03373530	2011-04-06	30	A
USGS	03373530	2011-04-07	28	A
USGS	03373530	2011-04-08	26	A
USGS	03373530	2011-04-09	102	A
USGS	03373530	2011-04-10	85	A
USGS	03373530	2011-04-11	536	A
USGS	03373530	2011-04-12	778	A
USGS	03373530	2011-04-13	210	A
USGS	03373530	2011-04-14	141	A
USGS	03373530	2011-04-15	112	A
USGS	03373530	2011-04-16	115	A
USGS	03373530	2011-04-17	90	A
USGS	03373530	2011-04-18	77	A
USGS	03373530	2011-04-19	69	A
USGS	03373530	2011-04-20	395	A
USGS	03373530	2011-04-21	132	A
USGS	03373530	2011-04-22	308	A
USGS	03373530	2011-04-23	1590	A
USGS	03373530	2011-04-24	1130	A
USGS	03373530	2011-04-25	825	A
USGS	03373530	2011-04-26	533	A
USGS	03373530	2011-04-27	1150	A
USGS	03373530	2011-04-28	377	A
USGS	03373530	2011-04-29	262	A
USGS	03373530	2011-04-30	191	A
USGS	03373530	2011-05-01	226	A
USGS	03373530	2011-05-02	2900	A
USGS	03373530	2011-05-03	1170	A
USGS	03373530	2011-05-04	330	A
USGS	03373530	2011-05-05	213	A
USGS	03373530	2011-05-06	161	A
USGS	03373530	2011-05-07	131	A
USGS	03373530	2011-05-08	145	A
USGS	03373530	2011-05-09	103	A
USGS	03373530	2011-05-10	87	A
USGS	03373530	2011-05-11	75	A
USGS	03373530	2011-05-12	67	A
USGS	03373530	2011-05-13	60	A
USGS	03373530	2011-05-14	56	A
USGS	03373530	2011-05-15	54	A
USGS	03373530	2011-05-16	51	A
USGS	03373530	2011-05-17	47	A
USGS	03373530	2011-05-18	45	A
USGS	03373530	2011-05-19	42	A
USGS	03373530	2011-05-20	39	A
USGS	03373530	2011-05-21	37	A
USGS	03373530	2011-05-22	36	A
USGS	03373530	2011-05-23	36	A
USGS	03373530	2011-05-24	50	A
USGS	03373530	2011-05-25	41	A
USGS	03373530	2011-05-26	83	A
USGS	03373530	2011-05-27	52	A
USGS	03373530	2011-05-28	46	A
USGS	03373530	2011-05-29	41	A
USGS	03373530	2011-05-30	37	A
USGS	03373530	2011-05-31	34	A
USGS	03373530	2011-06-01	30	A
USGS	03373530	2011-06-02	29	A
USGS	03373530	2011-06-03	27	A
USGS	03373530	2011-06-04	26	A
USGS	03373530	2011-06-05	25	A
USGS	03373530	2011-06-06	24	A
USGS	03373530	2011-06-07	23	A
USGS	03373530	2011-06-08	22	A
USGS	03373530	2011-06-09	21	A
USGS	03373530	2011-06-10	20	A
USGS	03373530	2011-06-11	20	A
USGS	03373530	2011-06-12	19	A
USGS	03373530	2011-06-13	17	A
USGS	03373530	2011-06-14	17	A
USGS	03373530	2011-06-15	66	A
USGS	03373530	2011-06-16	42	A
USGS	03373530	2011-06-17	30	A
USGS	03373530	2011-06-18	40	A
USGS	03373530	2011-06-19	85	A
USGS	03373530	2011-06-20	55	A
USGS	03373530	2011-06-21	90	A
USGS	03373530	2011-06-22	67	A
USGS	03373530	2011-06-23	47	A
USGS	03373530	2011-06-24	38	A
USGS	03373530	2011-06-25	33	A
USGS	03373530	2011-06-26	748	A
USGS	03373530	2011-06-27	265	A
USGS	03373530	2011-06-28	122	A
USGS	03373530	2011-06-29	83	A
USGS	03373530	2011-06-30	65	A
USGS	03373530	2011-07-01	53	A
USGS	03373530	2011-07-02	46	A
USGS	03373530	2011-07-03	43	A
USGS	03373530	2011-07-04	48	A
USGS	03373530	2011-07-05	36	A
USGS	03373530	2011-07-06	31	A
USGS	03373530	2011-07-07	27	A
USGS	03373530	2011-07-08	33	A
USGS	03373530	2011-07-09	16	A
USGS	03373530	2011-07-10	12	A
USGS	03373530	2011-07-11	11	A
USGS	03373530	2011-07-12	9.0	A
USGS	03373530	2011-07-13	8.1	A
USGS	03373530	2011-07-14	7.0	A
USGS	03373530	2011-07-15	6.2	A
USGS	03373530	2011-07-16	5.6	A
USGS	03373530	2011-07-17	5.2	A
USGS	03373530	2011-07-18	4.7	A
USGS	03373530	2011-07-19	4.3	A
USGS	03373530	2011-07-20	11	A
USGS	03373530	2011-07-21	5.4	A
USGS	03373530	2011-07-22	4.3	A
USGS	03373530	2011-07-23	3.8	A
USGS	03373530	2011-07-24	3.8	A
USGS	03373530	2011-07-25	4.4	A
USGS	03373530	2011-07-26	4.4	A
USGS	03373530	2011-07-27	4.5	A
USGS	03373530	2011-07-28	4.1	A
USGS	03373530	2011-07-29	3.9	A
USGS	03373530	2011-07-30	3.7	A
USGS	03373530	2011-07-31	3.5	A
USGS	03373530	2011-08-01	3.2	A
USGS	03373530	2011-08-02	3.0	A
USGS	03373530	2011-08-03	3.2	A
USGS	03373530	2011-08-04	3.1	A
USGS	03373530	2011-08-05	2.9	A
USGS	03373530	2011-08-06	2.8	A
USGS	03373530	2011-08-07	3.6	A
USGS	03373530	2011-08-08	3.0	A
USGS	03373530	2011-08-09	2.5	A
USGS	03373530	2011-08-10	2.3	A
USGS	03373530	2011-08-11	2.0	A
USGS	03373530	2011-08-12	1.8	A
USGS	03373530	2011-08-13	1.8	A
USGS	03373530	2011-08-14	2.0	A
USGS	03373530	2011-08-15	1.9	A
USGS	03373530	2011-08-16	1.7	A
USGS	03373530	2011-08-17	1.6	A
USGS	03373530	2011-08-18	1.5	A
USGS	03373530	2011-08-19	4.5	A
USGS	03373530	2011-08-20	2.3	A
USGS	03373530	2011-08-21	2.0	A
USGS	03373530	2011-08-22	1.8	A
USGS	03373530	2011-08-23	1.8	A
USGS	03373530	2011-08-24	2.0	A
USGS	03373530	2011-08-25	1.9	A
USGS	03373530	2011-08-26	1.7	A
USGS	03373530	2011-08-27	1.5	A
USGS	03373530	2011-08-28	1.4	A
USGS	03373530	2011-08-29	1.4	A
USGS	03373530	2011-08-30	1.4	A
USGS	03373530	2011-08-31	1.6	A
USGS	03373530	2011-09-01	1.8	A
USGS	03373530	2011-09-02	1.8	A
USGS	03373530	2011-09-03	2.0	A
USGS	03373530	2011-09-04	2.5	A
USGS	03373530	2011-09-05	1.6	A
USGS	03373530	2011-09-06	1.4	A
USGS	03373530	2011-09-07	1.3	A
USGS	03373530	2011-09-08	1.5	A
USGS	03373530	2011-09-09	1.7	A
USGS	03373530	2011-09-10	1.9	A
USGS	03373530	2011-09-11	1.7	A
USGS	03373530	2011-09-12	1.7	A
USGS	03373530	2011-09-13	1.5	A
USGS	03373530	2011-09-14	1.4	A
USGS	03373530	2011-09-15	1.8	A
USGS	03373530	2011-09-16	1.5	A
USGS	03373530	2011-09-17	1.3	A
USGS	03373530	2011-09-18	1.7	A
USGS	03373530	2011-09-19	3.2	A
USGS	03373530	2011-09-20	3.0	A
USGS	03373530	2011-09-21	2.8	A
USGS	03373530	2011-09-22	2.5	A
USGS	03373530	2011-09-23	3.6	A
USGS	03373530	2011-09-24	3.5	A
USGS	03373530	2011-09-25	4.0	A
USGS	03373530	2011-09-26	45	A
USGS	03373530	2011-09-27	5.1	A
USGS	03373530	2011-09-28	2.8	A
USGS	03373530	2011-09-29	2.1	A
USGS	03373530	2011-09-30	1.8	A
USGS	03373530	2011-10-01	1.6	A
USGS	03373530	2011-10-02	1.4	A
USGS	03373530	2011-10-03	1.4	A
USGS	03373530	2011-10-04	1.4	A
USGS	03373530	2011-10-05	1.3	A
USGS	03373530	2011-10-06	1.3	A
USGS	03373530	2011-10-07	1.2	A
USGS	03373530	2011-10-08	1.2	A
USGS	03373530	2011-10-09	1.2	A
USGS	03373530	2011-10-10	1.3	A
USGS	03373530	2011-10-11	1.4	A
USGS	03373530	2011-10-12	1.6	A
USGS	03373530	2011-10-13	1.9	A
USGS	03373530	2011-10-14	2.2	A
USGS	03373530	2011-10-15	2.1	A
USGS	03373530	2011-10-16	2.0	A
USGS	03373530	2011-10-17	2.0	A
USGS	03373530	2011-10-18	2.1	A
USGS	03373530	2011-10-19	2.5	A
USGS	03373530	2011-10-20	4.1	A
USGS	03373530	2011-10-21	4.0	A
USGS	03373530	2011-10-22	2.8	A
USGS	03373530	2011-10-23	2.4	A
USGS	03373530	2011-10-24	2.3	A
USGS	03373530	2011-10-25	2.0	A
USGS	03373530	2011-10-26	2.1	A
USGS	03373530	2011-10-27	2.8	A
USGS	03373530	2011-10-28	2.8	A
USGS	03373530	2011-10-29	2.4	A
USGS	03373530	2011-10-30	2.2	A
USGS	03373530	2011-10-31	2.3	A
USGS	03373530	2011-11-01	2.1	A
USGS	03373530	2011-11-02	2.0	A
USGS	03373530	2011-11-03	2.4	A
USGS	03373530	2011-11-04	2.9	A
USGS	03373530	2011-11-05	2.9	A
USGS	03373530	2011-11-06	2.7	A
USGS	03373530	2011-11-07	2.6	A
USGS	03373530	2011-11-08	2.4	A
USGS	03373530	2011-11-09	2.7	A
USGS	03373530	2011-11-10	2.9	A
USGS	03373530	2011-11-11	2.7	A
USGS	03373530	2011-11-12	2.5	A
USGS	03373530	2011-11-13	2.4	A
USGS	03373530	2011-11-14	2.4	A
USGS	03373530	2011-11-15	47	A
USGS	03373530	2011-11-16	30	A
USGS	03373530	2011-11-17	22	A
USGS	03373530	2011-11-18	14	A
USGS	03373530	2011-11-19	11	A
USGS	03373530	2011-11-20	9.2	A
USGS	03373530	2011-11-21	13	A
USGS	03373530	2011-11-22	107	A
USGS	03373530	2011-11-23	59	A
USGS	03373530	2011-11-24	33	A
USGS	03373530	2011-11-25	26	A
USGS	03373530	2011-11-26	21	A
USGS	03373530	2011-11-27	103	A
USGS	03373530	2011-11-28	504	A
USGS	03373530	2011-11-29	521	A
USGS	03373530	2011-11-30	197	A
USGS	03373530	2011-12-01	118	A
USGS	03373530	2011-12-02	91	A
USGS	03373530	2011-12-03	74	A
USGS	03373530	2011-12-04	275	A
USGS	03373530	2011-12-05	1510	A
USGS	03373530	2011-12-06	433	A
USGS	03373530	2011-12-07	235	A
USGS	03373530	2011-12-08	164	A
USGS	03373530	2011-12-09	127	A
USGS	03373530	2011-12-10	101	A
USGS	03373530	2011-12-11	85	A
USGS	03373530	2011-12-12	75	A
USGS	03373530	2011-12-13	68	A
USGS	03373530	2011-12-14	63	A
USGS	03373530	2011-12-15	192	A
USGS	03373530	2011-12-16	103	A
USGS	03373530	2011-12-17	78	A
USGS	03373530	2011-12-18	69	A
USGS	03373530	2011-12-19	63	A
USGS	03373530	2011-12-20	60	A
USGS	03373530	2011-12-21	639	A
USGS	03373530	2011-12-22	195	A
USGS	03373530	2011-12-23	185	A
USGS	03373530	2011-12-24	113	A
USGS	03373530	2011-12-25	90	A
USGS	03373530	2011-12-26	74	A
USGS	03373530	2011-12-27	204	A
USGS	03373530	2011-12-28	139	A
USGS	03373530	2011-12-29	94	A
USGS	03373530	2011-12-30	78	A
USGS	03373530	2011-12-31	65	A
USGS	03373530	2012-01-01	57	A
USGS	03373530	2012-01-02	50	A
USGS	03373530	2012-01-03	45	A
USGS	03373530	2012-01-04	42	A
USGS	03373530	2012-01-05	39	A
USGS	03373530	2012-01-06	37	A
USGS	03373530	2012-01-07	35	A
USGS	03373530	2012-01-08	32	A
USGS	03373530	2012-01-09	30	A
USGS	03373530	2012-01-10	28	A
USGS	03373530	2012-01-11	117	A
USGS	03373530	2012-01-12	168	A
USGS	03373530	2012-01-13	72	A
USGS	03373530	2012-01-14	55	A
USGS	03373530	2012-01-15	46	A
USGS	03373530	2012-01-16	43	A
USGS	03373530	2012-01-17	334	A
USGS	03373530	2012-01-18	137	A
USGS	03373530	2012-01-19	91	A
USGS	03373530	2012-01-20	71	A
USGS	03373530	2012-01-21	63	A
USGS	03373530	2012-01-22	54	A
USGS	03373530	2012-01-23	296	A
USGS	03373530	2012-01-24	111	A
USGS	03373530	2012-01-25	83	A
USGS	03373530	2012-01-26	361	A
USGS	03373530	2012-01-27	268	A
USGS	03373530	2012-01-28	126	A
USGS	03373530	2012-01-29	93	A
USGS	03373530	2012-01-30	76	A
USGS	03373530	2012-01-31	66	A
USGS	03373530	2012-02-01	59	A
USGS	03373530	2012-02-02	52	A
USGS	03373530	2012-02-03	46	A
USGS	03373530	2012-02-04	66	A
USGS	03373530	2012-02-05	64	A
USGS	03373530	2012-02-06	50	A
USGS	03373530	2012-02-07	44	A
USGS	03373530	2012-02-08	40	A
USGS	03373530	2012-02-09	38	A
USGS	03373530	2012-02-10	36	A
USGS	03373530	2012-02-11	34	A
USGS	03373530	2012-02-12	30	A
USGS	03373530	2012-02-13	29	A
USGS	03373530	2012-02-14	29	A
USGS	03373530	2012-02-15	28	A
USGS	03373530	2012-02-16	33	A
USGS	03373530	2012-02-17	30	A
USGS	03373530	2012-02-18	27	A
USGS	03373530	2012-02-19	26	A
USGS	03373530	2012-02-20	25	A
USGS	03373530	2012-02-21	24	A
USGS	03373530	2012-02-22	25	A
USGS	03373530	2012-02-23	25	A
USGS	03373530	2012-02-24	23	A
USGS	03373530	2012-02-25	21	A
USGS	03373530	2012-02-26	21	A
USGS	03373530	2012-02-27	20	A
USGS	03373530	2012-02-28	19	A
USGS	03373530	2012-02-29	33	A
USGS	03373530	2012-03-01	28	A
USGS	03373530	2012-03-02	96	A
USGS	03373530	2012-03-03	76	A
USGS	03373530	2012-03-04	42	A
USGS	03373530	2012-03-05	38	A
USGS	03373530	2012-03-06	40	A
USGS	03373530	2012-03-07	37	A
USGS	03373530	2012-03-08	97	A
USGS	03373530	2012-03-09	83	A
USGS	03373530	2012-03-10	56	A
USGS	03373530	2012-03-11	49	A
USGS	03373530	2012-03-12	44	A
USGS	03373530	2012-03-13	40	A
USGS	03373530	2012-03-14	36	A
USGS	03373530	2012-03-15	34	A
USGS	03373530	2012-03-16	1630	A
USGS	03373530	2012-03-17	200	A
USGS	03373530	2012-03-18	142	A
USGS	03373530	2012-03-19	110	A
USGS	03373530	2012-03-20	89	A
USGS	03373530	2012-03-21	75	A
USGS	03373530	2012-03-22	65	A
USGS	03373530	2012-03-23	75	A
USGS	03373530	2012-03-24	123	A
USGS	03373530	2012-03-25	68	A
USGS	03373530	2012-03-26	57	A
USGS	03373530	2012-03-27	51	A
USGS	03373530	2012-03-28	48	A
USGS	03373530	2012-03-29	43	A
USGS	03373530	2012-03-30	41	A
USGS	03373530	2012-03-31	41	A
USGS	03373530	2012-04-01	164	A
USGS	03373530	2012-04-02	71	A
USGS	03373530	2012-04-03	42	A
USGS	03373530	2012-04-04	32	A
USGS	03373530	2012-04-05	42	A
USGS	03373530	2012-04-06	33	A
USGS	03373530	2012-04-07	28	A
USGS	03373530	2012-04-08	25	A
USGS	03373530	2012-04-09	23	A
USGS	03373530	2012-04-10	21	A
USGS	03373530	2012-04-11	19	A
USGS	03373530	2012-04-12	18	A
USGS	03373530	2012-04-13	17	A
USGS	03373530	2012-04-14	17	A
USGS	03373530	2012-04-15	16	A
USGS	03373530	2012-04-16	15	A
USGS	03373530	2012-04-17	14	A
USGS	03373530	2012-04-18	13	A
USGS	03373530	2012-04-19	13	A
USGS	03373530	2012-04-20	12	A
USGS	03373530	2012-04-21	12	A
USGS	03373530	2012-04-22	12	A
USGS	03373530	2012-04-23	11	A
USGS	03373530	2012-04-24	11	A
USGS	03373530	2012-04-25	11	A
USGS	03373530	2012-04-26	11	A
USGS	03373530	2012-04-27	9.9	A
USGS	03373530	2012-04-28	10	A
USGS	03373530	2012-04-29	11	A
USGS	03373530	2012-04-30	10	A
USGS	03373530	2012-05-01	11	A
USGS	03373530	2012-05-02	10	A
USGS	03373530	2012-05-03	9.7	A
USGS	03373530	2012-05-04	9.9	A
USGS	03373530	2012-05-05	58	A
USGS	03373530	2012-05-06	29	A
USGS	03373530	2012-05-07	24	A
USGS	03373530	2012-05-08	22	A
USGS	03373530	2012-05-09	18	A
USGS	03373530	2012-05-10	16	A
USGS	03373530	2012-05-11	14	A
USGS	03373530	2012-05-12	13	A
USGS	03373530	2012-05-13	12	A
USGS	03373530	2012-05-14	12	A
USGS	03373530	2012-05-15	11	A
USGS	03373530	2012-05-16	10	A
USGS	03373530	2012-05-17	9.7	A
USGS	03373530	2012-05-18	9.1	A
USGS	03373530	2012-05-19	8.6	A
USGS	03373530	2012-05-20	8.1	A
USGS	03373530	2012-05-21	7.9	A
USGS	03373530	2012-05-22	7.4	A
USGS	03373530	2012-05-23	7.1	A
USGS	03373530	2012-05-24	6.9	A
USGS	03373530	2012-05-25	6.6	A
USGS	03373530	2012-05-26	6.1	A
USGS	03373530	2012-05-27	5.8	A
USGS	03373530	2012-05-28	5.5	A
USGS	03373530	2012-05-29	5.4	A
USGS	03373530	2012-05-30	5.1	A
USGS	03373530	2012-05-31	5.0	A
USGS	03373530	2012-06-01	9.5	A
USGS	03373530	2012-06-02	7.0	A
USGS	03373530	2012-06-03	5.3	A
USGS	03373530	2012-06-04	4.9	A
USGS	03373530	2012-06-05	4.7	A
USGS	03373530	2012-06-06	4.3	A
USGS	03373530	2012-06-07	4.1	A
USGS	03373530	2012-06-08	3.8	A
USGS	03373530	2012-06-09	3.6	A
USGS	03373530	2012-06-10	3.3	A
USGS	03373530	2012-06-11	3.1	A
USGS	03373530	2012-06-12	3.0	A
USGS	03373530	2012-06-13	2.7	A
USGS	03373530	2012-06-14	2.6	A
USGS	03373530	2012-06-15	2.6	A
USGS	03373530	2012-06-16	2.5	A
USGS	03373530	2012-06-17	2.3	A
USGS	03373530	2012-06-18	2.2	A
USGS	03373530	2012-06-19	2.1	A
USGS	03373530	2012-06-20	1.9	A
USGS	03373530	2012-06-21	1.8	A
USGS	03373530	2012-06-22	1.8	A
USGS	03373530	2012-06-23	1.6	A
USGS	03373530	2012-06-24	1.6	A
USGS	03373530	2012-06-25	1.7	A
USGS	03373530	2012-06-26	1.6	A
USGS	03373530	2012-06-27	1.6	A
USGS	03373530	2012-06-28	1.5	A
USGS	03373530	2012-06-29	1.6	A
USGS	03373530	2012-06-30	1.6	A
USGS	03373530	2012-07-01	1.5	A
USGS	03373530	2012-07-02	1.7	A
USGS	03373530	2012-07-03	2.0	A
USGS	03373530	2012-07-04	2.0	A
USGS	03373530	2012-07-05	2.0	A
USGS	03373530	2012-07-06	1.9	A
USGS	03373530	2012-07-07	1.8	A
USGS	03373530	2012-07-08	1.8	A
USGS	03373530	2012-07-09	1.5	A
USGS	03373530	2012-07-10	1.2	A
USGS	03373530	2012-07-11	0.98	A
USGS	03373530	2012-07-12	0.88	A
USGS	03373530	2012-07-13	0.85	A
USGS	03373530	2012-07-14	1.0	A
USGS	03373530	2012-07-15	1.3	A
USGS	03373530	2012-07-16	1.1	A
USGS	03373530	2012-07-17	0.86	A
USGS	03373530	2012-07-18	0.79	A
USGS	03373530	2012-07-19	0.80	A
USGS	03373530	2012-07-20	0.92	A
USGS	03373530	2012-07-21	0.92	A
USGS	03373530	2012-07-22	0.87	A
USGS	03373530	2012-07-23	0.79	A
USGS	03373530	2012-07-24	0.67	A
USGS	03373530	2012-07-25	0.82	A
USGS	03373530	2012-07-26	0.81	A
USGS	03373530	2012-07-27	0.73	A
USGS	03373530	2012-07-28	0.72	A
USGS	03373530	2012-07-29	0.75	A
USGS	03373530	2012-07-30	0.81	A
USGS	03373530	2012-07-31	0.68	A
USGS	03373530	2012-08-01	0.67	A
USGS	03373530	2012-08-02	0.60	A
USGS	03373530	2012-08-03	0.69	A
USGS	03373530	2012-08-04	0.79	A
